ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:1990138,neuron projection extension,28/1296,177/18888,2.85505492240542e-05,0.000735643590754368,0.000533655125683256,SEMA4C/SEMA3D/SLC23A2/POSTN/RAPH1/KIAA0319/SLIT2/LAMB2/TNR/BMPR2/FN1/NEDD4L/C9orf72/DDR1/FLRT3/PRICKLE1/SEMA6A/NRCAM/L1CAM/SEMA6D/VEGFA/SLIT3/NRP2/ALCAM/CDKL5/NRN1/EDN1/SEMA5A,28
BP,GO:0071216,cellular response to biotic stimulus,37/1296,265/18888,2.93108856638381e-05,0.000751721970001876,0.000545318803048151,SASH1/SCARB1/ADAM9/MAPK8/PRKCE/OPRK1/MIF/SERPINE1/IL36RN/NLRP7/LYN/CARD16/MRC1/BMP6/CX3CR1/PRKCA/MEF2C/MIR223/LTF/SPON2/CD180/HCK/WFS1/PDCD1LG2/AICDA/ASS1/ABCA1/NOTCH2/CXCL8/TLR4/LY86/TLR1/CASP1/CCL2/LY96/KMO/MMP8,37
BP,GO:0008217,regulation of blood pressure,29/1296,187/18888,3.02889036365617e-05,0.000773208401166672,0.00056090562289929,LEP/SOD1/HSD11B2/ABAT/SPX/APLN/POSTN/CRH/KL/ARHGAP42/ATP1A1/GUCY1A1/BMPR2/VEGFC/COL1A2/CTSZ/TACR3/AGTR1/ACVRL1/ABCC9/PCSK5/ADRB3/ACSM3/NPR3/ATP2B1/TPM1/ACTA2/EDN1/F2R,29
BP,GO:0048659,smooth muscle cell proliferation,28/1296,178/18888,3.17039736944065e-05,0.000805602354612706,0.000584405045058184,PIK3R1/APLN/IGF1/FOXJ2/PRKG1/KLF4/BMPR2/AIF1/GPER1/HMOX1/BMP4/TCF7L2/MEF2C/MIR223/DDR2/MIR221/GJA1/CDH13/NDRG2/TLR4/MYOCD/TGFB1/TPM1/HPGD/FGF9/CALCRL/EDN1/PDGFD,28
BP,GO:0070664,negative regulation of leukocyte proliferation,19/1296,98/18888,3.23706799479459e-05,0.000816392498282707,0.000592232497847448,BCL6/PDE5A/VTCN1/LYN/IDO1/BMP4/LRRC32/VSIR/SDC4/VSIG4/LST1/PDCD1LG2/MNDA/CR1/CCL8/TWSG1/PELI1/IL33/ARG2,19
BP,GO:0048846,axon extension involved in axon guidance,11/1296,38/18888,3.25727873816096e-05,0.000816392498282707,0.000592232497847448,SEMA4C/SEMA3D/SLIT2/BMPR2/SEMA6A/SEMA6D/VEGFA/SLIT3/NRP2/ALCAM/SEMA5A,11
BP,GO:1902284,neuron projection extension involved in neuron projection guidance,11/1296,38/18888,3.25727873816096e-05,0.000816392498282707,0.000592232497847448,SEMA4C/SEMA3D/SLIT2/BMPR2/SEMA6A/SEMA6D/VEGFA/SLIT3/NRP2/ALCAM/SEMA5A,11
BP,GO:0015698,inorganic anion transport,27/1296,169/18888,3.29428409736055e-05,0.000821931335422899,0.000596250515359375,SLC20A1/SLC25A27/LRRC8A/ENPP1/CLCN5/CLIC5/SLC26A2/SLC4A4/FXYD3/SLC37A1/GABRA3/GABRB1/VDR/SLC1A1/SLC25A30/GABRA4/SLC13A4/ANKH/CLIC3/SLC11A1/NMUR2/GABRE/ABCB1/SLC4A7/CA2/SLC26A6/SLC1A3,27
BP,GO:0030500,regulation of bone mineralization,17/1296,82/18888,3.39486631846166e-05,0.000843211390990883,0.000611687624948047,FBN2/RFLNB/KL/ECM1/ENPP1/BMPR2/BMP6/BMP4/MEF2C/VDR/NOTUM/DDR2/LTF/SLC8A1/GJA1/ANKH/ATP2B1,17
BP,GO:0001649,osteoblast differentiation,36/1296,257/18888,3.48275001194468e-05,0.000861160698020762,0.000624708522321917,NPNT/LIMD1/NOG/FBN2/FHL2/SFRP1/IGF1/NOCT/BMPR2/FOSL2/BMP6/BMP4/JUNB/DLX5/VEGFC/COL6A1/MEF2C/MIR320A/CEBPA/RSPO2/DDR2/PRKD1/LTF/GJA1/COL1A1/SNAI2/RANBP3L/TWSG1/CYP24A1/BAMBI/LEF1/CAT/FGF9/LOX/RORB/SPP1,36
BP,GO:1903034,regulation of response to wounding,28/1296,179/18888,3.51693307018203e-05,0.000862198724055994,0.000625461533591581,PRKCE/KIAA0319/SERPINE1/PRKG1/KLF4/TNR/STK24/NFE2L2/CLDN1/ST3GAL4/VTN/UBASH3B/INPP5F/MYLK/DDR2/MIR221/PROS1/CD9/SERPING1/MYOZ1/CASK/FAP/FGG/PDGFRA/SPP1/IL33/EDN1/F2R,28
BP,GO:0035988,chondrocyte proliferation,9/1296,26/18888,3.51822112645264e-05,0.000862198724055994,0.000625461533591581,ERRFI1/SLC26A2/MMP14/BMPR2/FOSL2/DDR2/LTF/LEF1/STC1,9
BP,GO:0061437,renal system vasculature development,10/1296,32/18888,3.56862647981622e-05,0.000866846097343905,0.000628832859879511,PKD2/AQP1/BMP4/TCF21/ANGPT1/NOTCH2/PDGFRA/ACTA2/EDN1/PDGFD,10
BP,GO:0061440,kidney vasculature development,10/1296,32/18888,3.56862647981622e-05,0.000866846097343905,0.000628832859879511,PKD2/AQP1/BMP4/TCF21/ANGPT1/NOTCH2/PDGFRA/ACTA2/EDN1/PDGFD,10
BP,GO:0010721,negative regulation of cell development,39/1296,288/18888,3.63772242938953e-05,0.000875912728194493,0.000635410031334417,FSTL3/INHA/INHBA/BCL6/SEMA4C/BTG2/TSC22D1/SEMA3D/NOG/PIK3R1/RFLNB/SFRP1/HMGB3/IGF1/KIAA0319/ASCL2/LYN/TNR/FRZB/TMEM176B/TMEM176A/BMP4/UBASH3B/SEMA6A/CEBPA/SEMA6D/MIR221/LTF/VEGFA/SNAI2/TMEM178A/CR1/TLR4/MIR181B1/FGL2/SPP1/LDLR/SEMA5A/PAEP,39
BP,GO:1903532,positive regulation of secretion by cell,39/1296,288/18888,3.63772242938953e-05,0.000875912728194493,0.000635410031334417,LEP/INHA/INHBA/RAB15/ABAT/LRRC8A/HCAR2/ADAM9/RAB8B/IGF1/PRKCE/OPRK1/CRH/MIF/BAD/FRMD4A/ITPR1/P2RY1/GPER1/BMP6/VSNL1/TCF7L2/VEGFC/RFX6/PTGES/SDC4/PRKD1/PLA2G10/NNAT/SPINK1/WLS/PLCB1/TLR4/FGG/TGFB1/CD177/KMO/SPP1/EDN1,39
BP,GO:0043269,regulation of monoatomic ion transport,56/1296,470/18888,3.79929396383274e-05,0.000910839431155379,0.000660746776318737,LEP/CALM1/PKD2/JPH2/ANK3/PRKCE/OPRK1/CRH/AHNAK/PXK/ATP1A1/LYN/JPH1/PIK3CG/P2RY1/KCNIP1/GPER1/NEDD4L/STC2/RGS4/KCNJ5/FXYD3/UBASH3B/PTPN3/KEL/MYLK/CD4/CORO1A/PRKD1/CLDN10/SLC8A1/CACNA2D1/NDUFA4/WFS1/TRPC6/CASK/TMEM38B/CD84/SPINK1/TCAF1/HECW2/GABRE/AKAP6/ATP2B1/CCL2/ABCB1/P2RY12/CA2/ATP1B1/FGF12/STC1/KCNJ16/MAOB/ATP2C2/EDN1/F2R,56
BP,GO:0001952,regulation of cell-matrix adhesion,22/1296,125/18888,3.86643237151652e-05,0.000922922428421736,0.0006695120989639,PIK3CB/PLEKHA2/BCL6/LIMCH1/PIK3R1/SFRP1/POSTN/SERPINE1/EPHA1/MMP14/JUP/DDR1/ACER2/CSF1/SDC4/EPHA3/VEGFA/CASK/CDH13/CCR7/CCL28/ACVRL1,22
BP,GO:0051384,response to glucocorticoid,23/1296,134/18888,3.9279719772528e-05,0.000933570581145341,0.000677236547802206,HSD11B2/HSD3B2/ADAM9/CRH/CDO1/GOT1/PTPRU/SLIT2/AQP1/CLDN1/FOSL2/BMP6/BCKDHB/DDIT4/ASS1/SLIT3/CPS1/CALCR/FIBIN/STC1/MAOB/EDN1/GHR,23
BP,GO:0045123,cellular extravasation,16/1296,75/18888,3.96383074337475e-05,0.000938049902101647,0.000680485964527854,LEP/SELE/PIK3CG/LYVE1/ST3GAL4/CX3CR1/CCL28/PLCB1/CCL2/SELL/GCNT1/SELP/XG/CD177/VCAM1/PDGFD,16
BP,GO:0003007,heart morphogenesis,37/1296,269/18888,4.07016848162918e-05,0.000959098675542875,0.000695755296004988,ENG/PKD2/NOG/DSP/FHL2/EGLN1/SYNPO2L/HEY1/BMP5/SLIT2/EFNA1/DNAH11/BMPR2/CITED2/WNT2/GATA3/ASB2/BMP4/PRICKLE1/MEF2C/TGFBR2/EPHB4/GJA1/VEGFA/SNAI2/TBX5/NOTCH2/ACVRL1/SLIT3/ABCC9/HAS2/TGFB1/TPM1/NRP2/HEG1/ALDH1A2/EDN1,37
BP,GO:0060350,endochondral bone morphogenesis,14/1296,60/18888,4.17798315512259e-05,0.000980314856057274,0.000711146068957036,COL27A1/MMP14/BMPR2/FOSL2/BMP6/BMP4/DLX5/MEF2C/TGFBR2/COL1A1/COL3A1/RARB/STC1/GHR,14
BP,GO:0071498,cellular response to fluid shear stress,8/1296,21/18888,4.36197731059661e-05,0.00101915012248431,0.000739318188236715,PKD2/MTSS1/PLEC/KLF4/NFE2L2/MEF2C/ASS1/HAS2,8
BP,GO:0046887,positive regulation of hormone secretion,24/1296,144/18888,4.41355266810959e-05,0.00102684934227664,0.000744903403900352,LEP/INHA/INHBA/ABAT/LRRC8A/HCAR2/RAB8B/PRKCE/CRH/BAD/ITPR1/P2RY1/GPER1/BMP6/VSNL1/TCF7L2/RFX6/PRKD1/NNAT/SPINK1/PLCB1/FGG/SPP1/EDN1,24
BP,GO:1903131,mononuclear cell differentiation,57/1296,484/18888,4.51673980832583e-05,0.00104644131525667,0.000759115934172409,LEP/INHA/INHBA/BCL6/SOD1/PIK3R1/CD28/LRRC8A/SFRP1/HMGB3/BAD/SLAMF1/ASCL2/HDAC9/KIT/LY6D/LYN/MMP14/NCKAP1L/SLC25A5/TMEM176B/GATA3/TYRO3/VAV1/SH3RF1/FOSL2/TMEM176A/ITGB6/BMP4/JUNB/CSF1/VSIR/CD4/PBX1/MIR223/TGFBR2/LIG4/DOCK2/PDP2/VEGFA/CLEC4D/BCL3/AICDA/CCR7/STAT4/PNP/NOTCH2/CR1/NFIL3/VNN1/FCER1G/IL2RG/LEF1/TGFB1/FGL2/GPR183/VCAM1,57
BP,GO:0060538,skeletal muscle organ development,28/1296,182/18888,4.7717436245831e-05,0.00110089516091846,0.000798618179846545,FLNB/HSD17B1/BTG2/DISP1/NEURL1/RCAN1/HLF/PLEC/IGSF8/HDAC9/CITED2/BASP1/MSC/ASB2/TCF21/NR1D2/KEL/COL6A1/MEF2C/SCN11A/GPCPD1/MEOX2/MYOZ1/ASS1/MYOCD/BVES/TGFB1/DES,28
BP,GO:0060070,canonical Wnt signaling pathway,42/1296,323/18888,4.87141492419327e-05,0.0011192075788334,0.000811902487365544,TPBG/LIMD1/TLE6/NOG/SFRP1/PTPRU/KLF4/LYPD6/FRZB/FGF10/MAD2L2/ZEB2/JUP/WNT2/ADGRA2/CAPRIN2/TCF7L2/DLX5/PRICKLE1/COL6A1/NOTUM/RSPO2/ZNF703/COL1A1/SNAI2/LGR5/SULF2/BICC1/WLS/DKK2/IGFBP4/FZD10/CDK14/BAMBI/LEF1/TGFB1/FGF9/IGFBP1/NDP/EDN1/SEMA5A/CDH3,42
BP,GO:0051146,striated muscle cell differentiation,41/1296,313/18888,5.03958012099845e-05,0.00115303920278778,0.000836444833360739,KRT19/FHL2/RCAN1/IGF1/SYNPO2L/PLEC/HDAC9/ALPK3/PRKG1/MMP14/BHLHE41/RGS4/ASB2/BMP4/DOCK5/SGCB/NEBL/KEL/PRICKLE1/COL6A1/MEF2C/NFATC2/DOCK2/PRKD1/CD9/SLC8A1/MEIS1/VEGFA/ARRB2/MYOZ1/RARB/TBX5/CD53/AKAP6/MYOCD/BVES/NOX4/TGFB1/TPM1/PDGFRA/EDN1,41
BP,GO:0003179,heart valve morphogenesis,14/1296,61/18888,5.08367213605853e-05,0.00115832099827383,0.000840276386125377,HEY1/SLIT2/EFNA1/BMPR2/GATA3/BMP4/MEF2C/TGFBR2/SNAI2/TBX5/NOTCH2/SLIT3/CDH11/TGFB1,14
BP,GO:0001935,endothelial cell proliferation,30/1296,202/18888,5.12999735684787e-05,0.00116406606689955,0.000844444009357674,FLT1/LEP/PIK3CB/SCARB1/APLN/ECM1/MMP14/PPP1R16B/BMPR2/FGF10/ZEB2/BMP6/HMOX1/BMP4/PRKCA/VEGFC/MEF2C/HSPG2/PRKD1/FGF7/VEGFA/CDH13/AGTR1/ACVRL1/CCL2/XDH/NRP2/PRL/ALDH1A2/SEMA5A,30
BP,GO:0014033,neural crest cell differentiation,18/1296,93/18888,5.301219692895e-05,0.00119281405797972,0.000865298554936321,EFNB1/SEMA4C/SEMA3D/SFRP1/FRZB/CITED2/FN1/KITLG/BMP4/RDH10/SEMA6A/MEF2C/SEMA6D/SNAI2/NRP2/ALDH1A2/EDN1/SEMA5A,18
BP,GO:1904705,regulation of vascular associated smooth muscle cell proliferation,18/1296,93/18888,5.301219692895e-05,0.00119281405797972,0.000865298554936321,APLN/IGF1/FOXJ2/PRKG1/GPER1/BMP4/MEF2C/MIR223/DDR2/MIR221/GJA1/NDRG2/MYOCD/TPM1/HPGD/FGF9/CALCRL/EDN1,18
BP,GO:0048144,fibroblast proliferation,20/1296,110/18888,5.32158611285838e-05,0.00119281405797972,0.000865298554936321,S100A6/GNG2/SFRP1/IGF1/MIF/AQP1/FGF10/FN1/WNT2/FOSL2/DACH1/PDGFC/LIG4/DDR2/COL3A1/ABCC9/E2F8/MORC3/PDGFRA/PDGFD,20
BP,GO:0048146,positive regulation of fibroblast proliferation,13/1296,54/18888,5.50503582953762e-05,0.00122262272718547,0.000886922544204187,S100A6/IGF1/MIF/AQP1/FGF10/FN1/WNT2/FOSL2/PDGFC/LIG4/DDR2/PDGFRA/PDGFD,13
BP,GO:0044060,regulation of endocrine process,11/1296,40/18888,5.51082416754592e-05,0.00122262272718547,0.000886922544204187,LEP/INHA/INHBA/RAB8B/OPRK1/CRH/BMP6/GJA1/AGTR1/SPP1/F2R,11
BP,GO:0048675,axon extension,21/1296,119/18888,5.52109283767106e-05,0.00122262272718547,0.000886922544204187,SEMA4C/SEMA3D/RAPH1/KIAA0319/SLIT2/LAMB2/TNR/BMPR2/FN1/C9orf72/SEMA6A/NRCAM/L1CAM/SEMA6D/VEGFA/SLIT3/NRP2/ALCAM/CDKL5/EDN1/SEMA5A,21
BP,GO:0051056,regulation of small GTPase mediated signal transduction,40/1296,304/18888,5.59968194031341e-05,0.00123433349406337,0.000895417841177632,ARHGAP45/PIK3CB/BCL6/SYDE1/GPR17/ARHGEF4/CYTH3/EPS8L1/RASGRF2/IGF1/SYNPO2L/RAP1GAP2/DOCK8/ARHGAP42/RALGAPA2/RHOF/RHOU/SLIT2/PIK3CG/CYTH4/FGF10/ARHGAP17/VAV1/KITLG/CHN1/SRGAP2/CSF1/SIPA1L1/MIR223/DOCK2/ARHGAP18/COL3A1/ABCA1/NOTCH2/SPRY4/PREX2/LPAR1/HEG1/GPR65/F2R,40
BP,GO:0034219,carbohydrate transmembrane transport,23/1296,137/18888,5.61874695338964e-05,0.00123433349406337,0.000895417841177632,LEP/HK2/PIK3R1/SLC25A27/SLC45A4/SLC2A14/SLC23A2/SLC2A1/IGF1/ENPP1/MFSD4B/AQP1/PID1/SLC2A12/SLC2A3/NFE2L2/SLC17A5/SGCB/MIR223/TMEM144/SLC1A2/SLC26A6/EDN1,23
BP,GO:1905314,semi-lunar valve development,12/1296,47/18888,5.69505304871879e-05,0.00124613184566013,0.000903976674399808,HEY1/SLIT2/EFNA1/BMPR2/GATA3/BMP4/TGFBR2/SNAI2/NOTCH2/SLIT3/CDH11/TGFB1,12
BP,GO:0051250,negative regulation of lymphocyte activation,26/1296,165/18888,5.81217941107802e-05,0.0012667334890389,0.000918921646020241,INHA/INHBA/BCL6/PDE5A/VTCN1/SFRP1/HMGB3/ASCL2/LYN/IDO1/TYRO3/CLNK/BMP4/LRRC32/VSIR/SDC4/VSIG4/LST1/PDCD1LG2/MNDA/CR1/TWSG1/PELI1/LAPTM5/FGL2/ARG2,26
BP,GO:0001819,positive regulation of cytokine production,58/1296,500/18888,5.95828547591839e-05,0.00129346402024465,0.000938312673372975,LEP/TSC22D1/HILPDA/SOD1/PIK3R1/CD28/VTCN1/IL12RB2/GAPDH/POSTN/MIF/TLR7/CYBB/SLAMF1/SERPINE1/KIT/TRAF3/C5/IL1RAP/PIK3CG/IDO1/EBI3/AIF1/OAS3/GATA3/NLRP2/CLNK/HMOX1/CD4/TXK/C3AR1/SPON2/BCL3/LACC1/SLC11A1/CD84/CCR7/SULF2/PNP/PLCB1/TLR4/OAS2/TLR1/ZBTB20/CASP1/PELI1/LY96/FCER1G/OAS1/NAIP/TGFB1/LAPTM5/IFIH1/MMP8/HEG1/IL33/F2R/PAEP,58
BP,GO:0071230,cellular response to amino acid stimulus,17/1296,86/18888,6.42580921763573e-05,0.00138948674611935,0.00100797007335462,NTRK2/DNMT3A/NEURL1/GCLM/CPEB4/CYBB/PDGFC/COL6A1/COL1A2/UBR1/COL1A1/COL5A2/COL3A1/ASS1/SESN3/PDGFRA/PDGFD,17
BP,GO:0051145,smooth muscle cell differentiation,16/1296,78/18888,6.56153269421355e-05,0.00141329262796459,0.00102523948347087,NPNT/ENG/HEY1/KIT/FGF10/GPER1/BMP4/SGCB/MEF2C/NFATC2/OLFM2/MIR221/VEGFA/NOTCH2/MYOCD/FGF9,16
BP,GO:0032276,regulation of gonadotropin secretion,6/1296,12/18888,6.64921212630401e-05,0.001426605278772,0.00103489682899673,LEP/INHA/INHBA/OPRK1/CRH/GJA1,6
BP,GO:0031664,regulation of lipopolysaccharide-mediated signaling pathway,9/1296,28/18888,6.86258111422122e-05,0.0014614861702023,0.00106020034109706,SASH1/MIF/CARD16/BMP6/PRKCA/LTF/CD180/LY86/LY96,9
BP,GO:0090257,regulation of muscle system process,34/1296,245/18888,6.86479720860347e-05,0.0014614861702023,0.00106020034109706,NPNT/CALM1/SOD1/DSP/ABAT/PDE5A/SPX/IGF1/ARHGAP42/KIT/ATP1A1/PRKG1/PIK3CG/GUCY1A1/JUP/GPER1/RGS4/DOCK5/PRKCA/ADRA2C/TACR3/PRKD1/SLC8A1/TMEM38B/NMUR2/AKAP6/MYOCD/ATP2B1/TPM1/ATP1B1/PARP1/STC1/EDN1/F2R,34
BP,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,32/1296,225/18888,6.90957877479808e-05,0.00146536220631679,0.0010630121191997,LEP/ERRFI1/NEDD9/PLPP3/SFRP1/ITGA5/IGF1/PRKCE/MIF/KIT/EFNA1/LYN/CSH2/FGF10/ENPP2/BMP6/KITLG/VTN/INPP5F/PDGFC/CD4/GPRC5A/MIR221/FGF7/VEGFA/ANGPT1/SPINK1/NOX4/TGFB1/LRP8/PDGFD/GHR,32
BP,GO:0010038,response to metal ion,45/1296,360/18888,6.96832256487568e-05,0.00147215826140707,0.0010679421555365,NDRG1/TRPV6/HSD17B1/CALM1/PKD2/ABAT/DNMT3A/ADAM9/MAPK8/ANK3/CYBB/KIT/PAM/ADCY7/NPC1/ACO1/AQP1/NFE2L2/CLDN1/BMP6/HMOX1/SLC11A2/JUNB/FXN/MEF2C/ITPR3/NFATC2/FABP4/SLC1A1/CEBPA/MT1F/LIG4/SLC11A1/ASS1/AOC1/CPS1/MT1X/FGG/S100A8/FIBIN/CAT/PARP1/VCAM1/MAOB/EDN1,45
BP,GO:1990874,vascular associated smooth muscle cell proliferation,18/1296,95/18888,7.09920548787104e-05,0.00149211086817443,0.00108241629900212,APLN/IGF1/FOXJ2/PRKG1/GPER1/BMP4/MEF2C/MIR223/DDR2/MIR221/GJA1/NDRG2/MYOCD/TPM1/HPGD/FGF9/CALCRL/EDN1,18
BP,GO:0050864,regulation of B cell activation,22/1296,130/18888,7.14394757341401e-05,0.00149211086817443,0.00108241629900212,INHA/INHBA/BCL6/CD28/SFRP1/HMGB3/MIF/BAD/LYN/MMP14/NCKAP1L/MAD2L2/MEF2C/NFATC2/MNDA/CR1/TLR4/PELI1/IL2RG/TGFB1/LAPTM5/GPR183,22
BP,GO:0051283,negative regulation of sequestering of calcium ion,22/1296,130/18888,7.14394757341401e-05,0.00149211086817443,0.00108241629900212,ERO1A/CALM1/PKD2/ANXA6/JPH2/PRKCE/PLCE1/LYN/JPH1/ITPR1/GPER1/UBASH3B/ITPR3/CORO1A/PRKD1/SLC8A1/XCR1/TMEM38B/CCR7/PLCB1/AKAP6/F2R,22
BP,GO:0071674,mononuclear cell migration,30/1296,206/18888,7.41824282365981e-05,0.00153767103299531,0.00111546683568756,FLT1/DUSP1/NEDD9/ECM1/SLAMF1/PLEC/DOCK8/SERPINE1/ASCL2/CD200R1/BMP5/SLIT2/LYN/PIK3CG/AIF1/GATA3/CX3CR1/ASB2/S100A12/CSF1/C3AR1/CMKLR1/CORO1A/CCR7/PLCB1/CCL8/CCL2/XG/GPR183/PDGFD,30
BP,GO:0010232,vascular transport,17/1296,87/18888,7.48294181517966e-05,0.00153767103299531,0.00111546683568756,ABCG2/SLCO2B1/SLC2A1/SLC38A3/SLC16A1/SLC2A3/SLC4A4/SLC22A3/SLC1A1/ABCC2/SLC1A2/ABCC9/ABCB1/SLC6A6/SLC1A3/SLC28A2/SLC16A12,17
BP,GO:0150104,transport across blood-brain barrier,17/1296,87/18888,7.48294181517966e-05,0.00153767103299531,0.00111546683568756,ABCG2/SLCO2B1/SLC2A1/SLC38A3/SLC16A1/SLC2A3/SLC4A4/SLC22A3/SLC1A1/ABCC2/SLC1A2/ABCC9/ABCB1/SLC6A6/SLC1A3/SLC28A2/SLC16A12,17
BP,GO:0002064,epithelial cell development,31/1296,216/18888,7.50151446999886e-05,0.00153767103299531,0.00111546683568756,FLNB/COL27A1/BAD/PLEC/BMP5/RAB25/LAMB2/PPP1R16B/FRZB/CLDN1/ABCA12/FRMD6/FOSL2/BMP6/ADAMTSL4/BMP4/PALLD/CEBPA/GJA1/VEGFA/ARHGEF26/TFCP2L1/RARB/PODXL/PLCB1/NOTCH2/POF1B/STC1/HEG1/ACTA2/GSTM3,31
BP,GO:0009612,response to mechanical stimulus,31/1296,216/18888,7.50151446999886e-05,0.00153767103299531,0.00111546683568756,ENG/BTG2/PKD2/SCN9A/SLC2A1/MAPK8/PPL/POSTN/TLR7/BAD/PLEC/KIAA0319/KIT/PKD1L2/AQP1/MMP14/P2RY1/CITED2/JUP/BMP6/COL6A1/SCN11A/DDR2/SLC8A1/COL1A1/TLR4/CASP1/ATP8A2/SLC1A3/IL33/EDN1,31
BP,GO:0001823,mesonephros development,19/1296,104/18888,7.58258832357025e-05,0.00154853303763579,0.0011233464183067,NPNT/PKD2/NOG/SFRP1/SLIT2/GREB1L/FGF10/BASP1/GATA3/BMP4/TCF21/PBX1/SDC4/VEGFA/RARB/EPCAM/CAT/ARG2/TACSTD2,19
BP,GO:0019058,viral life cycle,41/1296,319/18888,7.75618228673109e-05,0.0015781398202596,0.00114482395376105,NECTIN4/SCARB1/CXCR6/CD28/ITGA5/SLAMF1/NFIA/NPC1/PIKFYVE/CLDN1/OAS3/TYRO3/JPT2/MRC1/ITGB6/FURIN/YTHDC2/LRRC15/CD4/IFIT1/MIR221/LTF/MX1/TRIM68/IFI27/AICDA/AGTR1/CXCL8/CR1/PCSK5/LY6E/OAS2/CCL8/FCN3/CCL2/CLDN6/OAS1/IFIH1/ADARB1/LDLR/ANPEP,41
BP,GO:0070252,actin-mediated cell contraction,20/1296,113/18888,7.88702887212714e-05,0.00159886313238636,0.00115985718707752,LIMCH1/SCN9A/DSP/ATP1A1/PDPN/ZEB2/JUP/FRMD6/NEDD4L/KCNJ5/SCN11A/SCN7A/GJA1/CACNA2D1/ABCC9/GJC1/TPM1/FGF12/STC1/ACTA2,20
BP,GO:0003205,cardiac chamber development,26/1296,168/18888,7.91825072471326e-05,0.00159931261890362,0.00116018325636824,ENG/NOG/DSP/FHL2/EGLN1/HEY1/BMP5/SLIT2/DNAH11/GREB1L/BMPR2/CITED2/WNT2/GATA3/BMP4/MEF2C/TGFBR2/ADAMTS6/TBX5/NOTCH2/SLIT3/MYOCD/TGFB1/TPM1/NRP2/HEG1,26
BP,GO:0002696,positive regulation of leukocyte activation,45/1296,362/18888,7.9511435503134e-05,0.00160009509257037,0.00116075088325743,LEP/EFNB1/BCL6/CD28/VTCN1/IGF1/MIF/BAD/SLAMF1/DOCK8/LYN/MMP14/EBI3/NCKAP1L/FGF10/MAD2L2/AIF1/GATA3/VAV1/KITLG/CTSC/VSIR/MEF2C/NFATC2/MAP3K8/CD4/CEBPA/TGFBR2/CORO1A/CLEC4D/PDCD1LG2/CCR7/PNP/CR1/TLR4/VNN1/PELI1/CCL2/IL2RG/LEF1/TGFB1/MMP8/GPR183/VCAM1/IL33,45
BP,GO:0030278,regulation of ossification,21/1296,122/18888,8.0316234519626e-05,0.00160549170559221,0.00116466572766936,FBN2/RFLNB/SFRP1/KL/ECM1/ENPP1/BMPR2/BMP6/BMP4/CSF1/MEF2C/VDR/NOTUM/PBX1/DDR2/LTF/SLC8A1/GJA1/ANKH/ATP2B1/CALCR,21
BP,GO:0010595,positive regulation of endothelial cell migration,22/1296,131/18888,8.03914982638001e-05,0.00160549170559221,0.00116466572766936,SASH1/PIK3CB/SCARB1/PLPP3/HDAC9/PIK3CG/NFE2L2/RHOB/GATA3/HMOX1/ADGRA2/PRKCA/SRPX2/VEGFC/MIR221/PRKD1/VEGFA/ANGPT1/TGFB1/NRP2/EDN1/SEMA5A,22
BP,GO:0044282,small molecule catabolic process,46/1296,373/18888,8.06531016411031e-05,0.00160549170559221,0.00116466572766936,LEP/HEXB/KYAT1/HK2/ACOXL/GPT2/SCARB1/ABCD3/GALK1/PKM/ABAT/SLC16A3/ILVBL/BAD/GALE/CDO1/SLC16A1/GOT1/ALDH4A1/IDO1/ABHD3/PFKP/NPL/BCAT2/FMO1/CYP26A1/GLUL/HNMT/SLC27A2/ACOT4/BCKDHB/DPYD/AADAT/HMGCLL1/GNPDA1/NQO2/AICDA/PNP/BDH2/SULT1B1/CYP24A1/XDH/PGD/KMO/ARG2/PIPOX,46
BP,GO:0045577,regulation of B cell differentiation,10/1296,35/18888,8.4043446658622e-05,0.00166696246358145,0.00120925822530391,INHA/INHBA/BCL6/SFRP1/HMGB3/BAD/MMP14/NCKAP1L/CR1/IL2RG,10
BP,GO:0035107,appendage morphogenesis,24/1296,150/18888,8.62193505985942e-05,0.00169790535428803,0.00123170500855135,NOG/FBN2/ERRFI1/NFIA/FGF10/AFF3/BMP4/RDH10/DLX5/PRICKLE1/COL6A1/PBX1/RSPO2/GJA1/CHST11/COL3A1/RARB/TBX5/NOTCH2/PCSK5/PRRX1/LEF1/FGF9/ALDH1A2,24
BP,GO:0035108,limb morphogenesis,24/1296,150/18888,8.62193505985942e-05,0.00169790535428803,0.00123170500855135,NOG/FBN2/ERRFI1/NFIA/FGF10/AFF3/BMP4/RDH10/DLX5/PRICKLE1/COL6A1/PBX1/RSPO2/GJA1/CHST11/COL3A1/RARB/TBX5/NOTCH2/PCSK5/PRRX1/LEF1/FGF9/ALDH1A2,24
BP,GO:0033627,cell adhesion mediated by integrin,17/1296,88/18888,8.69018036598519e-05,0.00170525460989475,0.00123703635102992,NPNT/PLPP3/ITGA5/ADAM9/SERPINE1/EFNA1/LYN/PIK3CG/NCKAP1L/ITGB6/VTN/ACER2/ITGA9/SNAI2/PODXL/MUC1/P2RY12,17
